Código do IBGE;Código do Município;Município;Estado;Ano de Referência;Prestadores;Serviços;Natureza Jurídica;ES001 - População total atendida com esgotamento sanitário;ES002 - Quantidade de ligações ativas de esgotos;ES003 - Quantidade de economias ativas de esgotos;ES004 - Extensão da rede de esgotos;ES005 - Volume de esgotos coletado;ES006 - Volume de esgotos tratado;ES007 - Volume de esgotos faturado;ES008 - Quantidade de economias residenciais ativas de esgotos;ES009 - Quantidade de ligações totais de esgotos;ES012 - Volume de esgoto bruto exportado;ES013 - Volume de esgotos bruto importado;ES014 - Volume de esgoto importado tratado nas instalações do importador;ES015 - Volume de esgoto bruto exportado tratado nas instalações do importador;ES026 - População urbana atendida com esgotamento sanitário;ES028 - Consumo total de energia elétrica nos sistemas de esgotos;IN015_AE - Índice de coleta de esgoto;IN016_AE - Índice de tratamento de esgoto;IN021_AE - Extensão da rede de esgoto por ligação;IN024_AE - Índice de atendimento urbano de esgoto referido aos municípios atendidos com água;IN046_AE - Índice de esgoto tratado referido à água consumida;IN047_AE - Índice de atendimento urbano de esgoto referido aos municípios atendidos com esgoto;IN056_AE - Índice de atendimento total de esgoto referido aos municípios atendidos com água;IN059_AE - Índice de consumo de energia elétrica em sistemas de esgotamento sanitário
;120010;Brasiléia;AC;2006;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120010;Brasiléia;AC;2005;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120013;Bujari;AC;2009;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120013;Bujari;AC;2008;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120013;Bujari;AC;2007;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120013;Bujari;AC;2006;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120013;Bujari;AC;2005;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120017;Capixaba;AC;2009;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120017;Capixaba;AC;2008;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120017;Capixaba;AC;2007;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120017;Capixaba;AC;2006;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120017;Capixaba;AC;2005;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120020;Cruzeiro do Sul;AC;2009;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA | [12002040] Secretaria Municipal de Urbanismo Obras e Viação - SMUOV;Água | Res. Sólidos;;;;;;;;;;;;;;;;;;;;;;;;
;120020;Cruzeiro do Sul;AC;2008;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120020;Cruzeiro do Sul;AC;2007;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120020;Cruzeiro do Sul;AC;2006;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120020;Cruzeiro do Sul;AC;2005;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA | [12002040] Secretaria Municipal de Urbanismo Obras e Viação - SMUOV;Água | Res. Sólidos;;;;;;;;;;;;;;;;;;;;;;;;
;120025;Epitaciolândia;AC;2009;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA | [12002540] Secretaria Municipal de Meio Ambiente e Turismo - SEMAT;Água | Res. Sólidos;;;;;;;;;;;;;;;;;;;;;;;;
;120025;Epitaciolândia;AC;2008;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120025;Epitaciolândia;AC;2007;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120025;Epitaciolândia;AC;2006;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120025;Epitaciolândia;AC;2005;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120030;Feijó;AC;2009;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120030;Feijó;AC;2008;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120030;Feijó;AC;2007;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA | [12003040] Prefeitura Municipal de Feijó - PMF;Água | Res. Sólidos;;;;;;;;;;;;;;;;;;;;;;;;
;120030;Feijó;AC;2006;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120030;Feijó;AC;2005;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120032;Jordão;AC;2009;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120032;Jordão;AC;2008;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120032;Jordão;AC;2007;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120032;Jordão;AC;2006;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120032;Jordão;AC;2005;;;;;;;;;;;;;;;;;;;;;;;;;;
;120033;Mâncio Lima;AC;2009;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120033;Mâncio Lima;AC;2008;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120033;Mâncio Lima;AC;2007;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120033;Mâncio Lima;AC;2006;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120033;Mâncio Lima;AC;2005;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120034;Manoel Urbano;AC;2009;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120034;Manoel Urbano;AC;2008;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120034;Manoel Urbano;AC;2007;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120034;Manoel Urbano;AC;2006;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120034;Manoel Urbano;AC;2005;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120035;Marechal Thaumaturgo;AC;2009;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120035;Marechal Thaumaturgo;AC;2008;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120035;Marechal Thaumaturgo;AC;2007;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120035;Marechal Thaumaturgo;AC;2006;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120035;Marechal Thaumaturgo;AC;2005;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120038;Plácido de Castro;AC;2009;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120038;Plácido de Castro;AC;2008;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120038;Plácido de Castro;AC;2007;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120038;Plácido de Castro;AC;2006;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120038;Plácido de Castro;AC;2005;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120080;Porto Acre;AC;2009;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120080;Porto Acre;AC;2008;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120080;Porto Acre;AC;2007;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120080;Porto Acre;AC;2006;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120080;Porto Acre;AC;2005;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120039;Porto Walter;AC;2009;;;;;;;;;;;;;;;;;;;;;;;;;;
;120039;Porto Walter;AC;2008;;;;;;;;;;;;;;;;;;;;;;;;;;
;120039;Porto Walter;AC;2007;;;;;;;;;;;;;;;;;;;;;;;;;;
;120039;Porto Walter;AC;2006;;;;;;;;;;;;;;;;;;;;;;;;;;
;120039;Porto Walter;AC;2005;;;;;;;;;;;;;;;;;;;;;;;;;;
;120040;Rio Branco;AC;2009;[12004011] Serviço de Água e Esgoto de Rio Branco - SAERB | [12004040] Secretaria Municipal de Serviços Urbanos - SEMSUR;Água e Esgoto | Res. Sólidos;;62.202;14.964;17.183;212;3.128,00;2.503,00;3.128,00;15.547;14.964;0;0;0;0;62.202;379;45,77;80,02;11,27;21,92;36,63;21,92;20,33;0,12
;120040;Rio Branco;AC;2008;[12004011] Serviço de Água e Esgoto de Rio Branco - SAERB | [12004040] Secretaria Municipal de Serviços Urbanos - SEMSUR;Água e Esgoto | Res. Sólidos;;57.308;14.519;17.557;120,27;2.931,61;204;2.931,61;15.831;14.519;0;0;0;;57.308;260,25;47,23;6,96;8,59;20,51;3,29;20,51;19,01;0,09
;120040;Rio Branco;AC;2007;[12004011] Serviço de Água e Esgoto de Rio Branco - SAERB | [12004040] Secretaria Municipal de Serviços Urbanos - SEMSUR;Água e Esgoto | Res. Sólidos;;59.448;13.460;16.422;120;2.265,00;204;2.664,81;14.731;13.460;0;0;0;;59.448;257,74;42,33;9,01;8,82;22,06;3,81;22,06;20,45;0,11
;120040;Rio Branco;AC;2006;[12004011] Serviço de Água e Esgoto de Rio Branco - SAERB | [12004040] Secretaria Municipal de Serviços Urbanos - SEMSUR;Água e Esgoto | Res. Sólidos;;74.138;13.579;16.475;118,6;2.618,00;194;2.663,30;14.789;13.579;;;;;74.138;279,55;49,03;7,41;9,17;26,39;3,63;26,39;23,6;0,11
;120040;Rio Branco;AC;2005;[12004011] Serviço de Água e Esgoto de Rio Branco - SAERB | [12004040] Secretaria Municipal de Serviços Urbanos - SEMSUR;Água e Esgoto | Res. Sólidos;;58.667;13.739;16.612;132;4.800,00;1.892,00;2.635,40;14.884;13.739;;;;;58.667;553,11;89,51;39,42;9,98;21,46;35,28;21,46;19,19;0,12
;120042;Rodrigues Alves;AC;2009;;;;;;;;;;;;;;;;;;;;;;;;;;
;120042;Rodrigues Alves;AC;2008;[12004211] Prefeitura Municipal de Rodrigues Alves - PMRA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120042;Rodrigues Alves;AC;2007;;;;;;;;;;;;;;;;;;;;;;;;;;
;120042;Rodrigues Alves;AC;2006;[12004211] Prefeitura Municipal de Rodrigues Alves - PMRA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120042;Rodrigues Alves;AC;2005;;;;;;;;;;;;;;;;;;;;;;;;;;
;120043;Santa Rosa do Purus;AC;2009;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120043;Santa Rosa do Purus;AC;2008;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120043;Santa Rosa do Purus;AC;2007;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120043;Santa Rosa do Purus;AC;2006;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120043;Santa Rosa do Purus;AC;2005;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120045;Senador Guiomard;AC;2009;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120045;Senador Guiomard;AC;2008;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120045;Senador Guiomard;AC;2007;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120045;Senador Guiomard;AC;2006;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120045;Senador Guiomard;AC;2005;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120050;Sena Madureira;AC;2009;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120050;Sena Madureira;AC;2008;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120050;Sena Madureira;AC;2007;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120050;Sena Madureira;AC;2006;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120050;Sena Madureira;AC;2005;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120060;Tarauacá;AC;2009;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120060;Tarauacá;AC;2008;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120060;Tarauacá;AC;2007;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120060;Tarauacá;AC;2006;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120060;Tarauacá;AC;2005;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120070;Xapuri;AC;2009;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120070;Xapuri;AC;2008;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120070;Xapuri;AC;2007;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120070;Xapuri;AC;2006;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120070;Xapuri;AC;2005;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270010;Água Branca;AL;2009;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270010;Água Branca;AL;2008;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270010;Água Branca;AL;2007;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270010;Água Branca;AL;2006;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270010;Água Branca;AL;2005;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270020;Anadia;AL;2009;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270020;Anadia;AL;2008;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270020;Anadia;AL;2007;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270020;Anadia;AL;2006;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270020;Anadia;AL;2005;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270030;Arapiraca;AL;2009;[27043000] Companhia de Saneamento de Alagoas - CASAL | [27003040] Prefeitura Municipal de Arapiraca - PMA;Água | Res. Sólidos;;;;;;;;;;;;;;;;;;;;;;;;
;270030;Arapiraca;AL;2008;[27043000] Companhia de Saneamento de Alagoas - CASAL | [27003040] Prefeitura Municipal de Arapiraca - PMA;Água | Res. Sólidos;;;;;;;;;;;;;;;;;;;;;;;;
;270030;Arapiraca;AL;2007;[27043000] Companhia de Saneamento de Alagoas - CASAL | [27003040] Prefeitura Municipal de Arapiraca - PMA;Água | Res. Sólidos;;;;;;;;;;;;;;;;;;;;;;;;
;270030;Arapiraca;AL;2006;[27043000] Companhia de Saneamento de Alagoas - CASAL | [27003040] Prefeitura Municipal de Arapiraca - PMA;Água | Res. Sólidos;;;;;;;;;;;;;;;;;;;;;;;;
;270030;Arapiraca;AL;2005;[27043000] Companhia de Saneamento de Alagoas - CASAL | [27003040] Prefeitura Municipal de Arapiraca - PMA;Água | Res. Sólidos;;;;;;;;;;;;;;;;;;;;;;;;
;270040;Atalaia;AL;2009;;;;;;;;;;;;;;;;;;;;;;;;;;
;270040;Atalaia;AL;2008;;;;;;;;;;;;;;;;;;;;;;;;;;
;270040;Atalaia;AL;2007;[27004011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270040;Atalaia;AL;2006;[27004011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270040;Atalaia;AL;2005;;;;;;;;;;;;;;;;;;;;;;;;;;
;270050;Barra de Santo Antônio;AL;2009;[27005040] Prefeitura Municipal de Barra de Santo Antônio - PMBSA;Res. Sólidos;;;;;;;;;;;;;;;;;;;;;;;;
;270050;Barra de Santo Antônio;AL;2008;[27005040] Prefeitura Municipal de Barra de Santo Antônio - PMBSA;Res. Sólidos;;;;;;;;;;;;;;;;;;;;;;;;
;270050;Barra de Santo Antônio;AL;2007;;;;;;;;;;;;;;;;;;;;;;;;;;
;270050;Barra de Santo Antônio;AL;2006;[27005040] Prefeitura Municipal de Barra de Santo Antônio - PMBSA;Res. Sólidos;;;;;;;;;;;;;;;;;;;;;;;;
;270050;Barra de Santo Antônio;AL;2005;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270060;Barra de São Miguel;AL;2009;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270060;Barra de São Miguel;AL;2008;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270060;Barra de São Miguel;AL;2007;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270060;Barra de São Miguel;AL;2006;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270060;Barra de São Miguel;AL;2005;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270070;Batalha;AL;2009;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270070;Batalha;AL;2008;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270070;Batalha;AL;2007;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270070;Batalha;AL;2006;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270070;Batalha;AL;2005;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270080;Belém;AL;2009;;;;;;;;;;;;;;;;;;;;;;;;;;
;270080;Belém;AL;2008;;;;;;;;;;;;;;;;;;;;;;;;;;
;270080;Belém;AL;2007;;;;;;;;;;;;;;;;;;;;;;;;;;
;270080;Belém;AL;2006;;;;;;;;;;;;;;;;;;;;;;;;;;
;270080;Belém;AL;2005;;;;;;;;;;;;;;;;;;;;;;;;;;
;270090;Belo Monte;AL;2009;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270090;Belo Monte;AL;2008;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270090;Belo Monte;AL;2007;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270090;Belo Monte;AL;2006;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270090;Belo Monte;AL;2005;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270100;Boca da Mata;AL;2009;[27010011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270100;Boca da Mata;AL;2008;[27010040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINFRA;Res. Sólidos;;;;;;;;;;;;;;;;;;;;;;;;
;270100;Boca da Mata;AL;2007;[27010011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270100;Boca da Mata;AL;2006;[27010011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270100;Boca da Mata;AL;2005;[27010011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270110;Branquinha;AL;2009;;;;;;;;;;;;;;;;;;;;;;;;;;
;270110;Branquinha;AL;2008;[27011011] Prefeitura Municipal de Branquinha - PMB;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270110;Branquinha;AL;2007;[27011011] Prefeitura Municipal de Branquinha - PMB;Água;;;;;;;;;;;;;;;;;;;;;;;;
